ulasan,rating
Gak bisa nentuin titik lokasi rmh dgn pas Pdhal udah bener nulisny al hasil tiap nganter gofud ojekny muter2 terus kesusahan nyari lokasi Beda sm si oren yg bisa nentuin titik alamat dgn pas n ojekny gk pernah nyasar Tlg d tingkatin lgi ya,2
Dulu waktu awal make gopay pinjam mudah bgt 3x di acc Skor kredit bagus nggak ada penurunan dan keterlambatan bayar eh pas lagi butuh bgt keadaan darurat pengajuan ditolak demi apasih sakit bgt kgk bisa memprioritaskan nasabah Saya pengguna aktif lho pdhl dan akhir ini apknya lemot suka ngecrash terus loadingnya lama pdhl jaringan bagus ,2
Malesin bgt skg klo order goofood suka kebagian yg driver nya nganter orderan ke tempat lain dlu  jdi nya kelamaan  laper nya ilang  ketiduran pernah  bikin emosi Biaya aplikasi naik tp pelayanan ga membaik ,2
Sama ojek kenapa mesti ada pilihan comfort Apakah yg comfort lebih ngebut kah dibanding yg ngga comfort,2
Tidak bisa akses gopinjam dan gopaylater,2
Cepat dan akurat ya um Di,2
GOPYLATER DI PERBAIKAN lah,2
Kualitas pelayanan gofood semakin hari semakin menurun drivernya dah jarang senyum terlihat lelah dan tidak semangat Terlebih yang mode hemat Apakah ada hubungannya dengan tarif pendapatan yg mereka terima Gojek jangan cuma nyari untung sepihak karena mereka para mitra itu adalah Angsa penghasil telur anda,2
MENGECEWAKAN Saya pesan paket 3 ayam di recheese self pickup saya tuliskan note kalau 2 level 1 1 level 0 tapi ternyata note saya tersebut tidak sampai ke penjual sehingga 3 potong ayam tersebut semuanya level 0 KALAU PICKUP TIDAK BISA NGASIH NOTE NGGA USAH KAU MASUKKAN OPSI NOTENYA ITU,2
Lemot,2
Gojek padahal perusahaan besar tp salah bgt dlm kerjasama masalah pinjaman kerjasama sama pinjol yg blm move on dr ilegal saya walaupun telat pasti selalu bayar gapernah engga ini telat 2hari di tagih lewat whatsapp dgn kasar saya udh respon baik2 tentuin tanggal tp tetep dibalas dgn kata2 gak sopan nanti kalo lunas gopay pinjam langsung uninstall gojek itu namanya bukan pinjaman OJK tp ilegal,2
Susah verekasi ud isi gopy,2
Gojek makin aneh dicariin yang jauhjauh padahal di titik penjemputan ada banyak Mana jam sibuk dan buruburu,2
tidak mengantarkan anak saya sesuai titik mahal salah tempat,2
apk ini membantu gua untuk berpergian tapi makin lama driver nya makin gajelas entah datengnya lama banget atau dia gga gerak gerak terus uda nunggu lama di cancel sama drivernya dll Dan saran aja karena sekarang buat gofoodnya kurang worth it harganya ga kayak dulu sekarang pesen sesuatu harganya 4500 aja karena biaya jasa aplikasi dll jadi 40500 itu uda pake promo,2
Terima kasih gojek karena gopaylater saya tidak bisa aktif dan saya kena denda karena telat membayar tunggakan saya terimakasih sekali untuk kendala aplikasi nya gopaylater muter terusloading sip semoga kedepannya lebih teliti untuk masalah masalahnya jangn tunggu orang lain yg ngasih info masalahnya apa jujur saya benci,2
Why Gojek I Dont Know my system handphone verry problem or system app Gojek Verry Problem My connection Handphone no Promblem tapi Kok Dapat notif gini amat lemot Masa 30 menit Baru dapat notif Yang Udh lewat 45 menit saya salah apa Dev,2
saya tinggal di area Bintaro  masa tiap hari yah kurang lebih jam 830 tiap saya order susah sekali dapat nya kadang sekali dapat Lama dan ujung2 nya di cancel Pengguna prioritas Tapi tidak di prioritaskan gimana konsep prioritas nya,2
mmm PO of ok PP i kpo PP PP all km p2 2 os5 2  0p PP no p PP p ol pool PP oop,2
xeabb n abb,2
Sangat bagus,2
oy ngak bisa dibukak,2
lama buat milih driver kalo malem,2
Sangat baik,2
sup,2
Tolong donk kalau update jangan maksa x,2
Sudah mulai memburuk  Lama lama saya tinggalkan ni aplikasi,2
Jangan dikit dikit minta up date kalau nggak nggak bisa di pake Lama lama males up datenya lama lama gua pindah kesebelah aja,2
Kenapa menu GOTIX sudah ga ada  Dijawab sesuai pertanyaan dong tlg,2
Parah pay lter saya tiba2 tidak bisa di gunakan,2
Test dluklo bagus aq tambahin,2
Knpa skrg klo cari driver susah bgd yatrs klo estimasi go food juga lama Laper nya sekarang lagi 1 jam 90menit baru nympepdhl jarak hanya 1kmbeda bgd kyk dlutingl sat set smpe,2
hari ini terjadi lagi saya ga dapat driver setelah mesan hampir 1 jam,2
Jelek,2
Tambahkan fasilitas video call untuk bantu arahkan driver kalau lokasi tidak sesuai,2
W suka heran sama pelanggan gojek suka banget ngasih bintang 1 dengan alasan yg kaga jelas orng udah sopan di bilang kaga sopan tolong hargai driver,2
Aneh pembayaran saya lancar tapi sekarang limit saya tidak bisa di gunakan,2
Sungguh kecewa paylater saya di blokir cuma telat beberapa jam bayarpadahal history saya selalu bagus dari awal sudah lebih dari 2 tahun pakai gopay later,2
KASIH BINTANG 2 KE GOJEK KARENA MULAI RADA MALES PAKAINYA 1 JALAU DPT DRIVER SELALU POSISINYA JAUH2 2 BEBERAPA KALI MENUNGGU LAMA BANGET SAMPAI CANCEL KARENA GA DAPET DRIVER GOCAR DISAAT HUJAN SISTEMNYA BAGAIMANA YA ITU SELALU DPT DRIVER POSISI JAUH2 DR LOKASI PENJEMPUTAN WASTING TIME,2
Gopay pinjm dan gopay later tau tau d blokirpdhl tdk pernh telat bayar,2
Crash teruss keluar aplikasi terus sebelum masuk padahal jaringan internet tidak ada masalah,2
Saya kecewa dengan layanan gojek untuk menemukan Driver sangat sulit terutama untuk penggunaan Goride bisa 1 jam untuk menunggu saya harap gojek bisa memperbaiki masalah tersebut untuk cepat mendapatkan driver,2
Ini kenapa gopay sekarang harus upgrade ke gopay plus klo yang masih 13 tahun gimana kalo mau transaksi kan blm punya KTP malah mempersulit transaksi,2
Semakin lama kenapa jadi semakin mahal ya,2
Maaf tak kurangi bintangnya karena semakin kesini voucher promo ngga ada,2
Transaksi dibatalkan katanya sudah di refund saldonya dan gak di potong saldony tapi di potong saldong dan belum masuktolong pelayananya di tingkatin lagi,2
Perbaiki noh sistem gofood udh nunggu lama di cancel Mulu sama driver nya sekalinya dapat driver mageran padahal belum di titik bilangnya udh di titik ga mau beranjak dari situ sama sekali kalau ga niat bikin jasa antar makanan tutup aja org lapar dibuat emosi,2
kenapa skrng gopaylater dendanya mahal yaa telat sehari aja 50K  pakai ga seberapa denda nya ampe 50kklo hitungan denda mana ada denda lebih dari 10 dari pemakaian terlalu besar nih dendanya,2
Susah buat dapet driver udah dapet malah di batalin sama driver,2
Gopaylater ku di blokirpadahal udh bayarhmmm,2
Bad apk,2
Kenapa akun saya dibekukan padahal saya tidak melakukan hal hal yang mencurigakan saya hanya menggunakan goRide dan goTansit,2
Kenapa malah makin lemot yahh,2
Klw udah malam baru jam 2000 aja gojek nya udah pada molor semua ga ada yg staybay dihub Busyitt lah pelayanan cianjur ne,2
Sering bgt server sibuk,2
gojek sekarang asal pakai voucher pasti ga kan nyangkut or luama buanget harus diulang berkali2 tapi kalau ga pakai voucher langsung nyangkut lalu buat apa ngeluarin voucher kalau cuma tipu2,2
Kacau dua kali salah titik katanya sedangkan sama aplikasi sebelah langsung ketemu Lokasi driver di apk ga akurat Keliatannya udah sampe padahal masih jauh banget,2
Server down mulu giliran tf gopay cepet Padahal lagi butuh banget gocar malah lemot Pdhl udah update versi baru Kenapa sih ga perbaiki apk nya,2
APLIKASINYA KELUAR SENDIRI MULU ANEH PADAHAL BARU JUGA DOWNLOAD PAS DI KLIK LAGI KELUAR MULU G MASUK MENU,2
Habis update sering forced close tolong diperbaiki,2
lama kali dpt driverny cpk org dibuatny,2
Aplikasi ini saya sdh pakainya lama Tetapi akhir2 ini sdh 2 minggu ndak bisa dibuka Sambungan internet ok,2
Erorr,2
saran aja sii kalau go food waktu tunggu pesanannya minimal jangan lama lama ah masa ya disuruh nungguin 4050 menitan padahal jarak dari rumah deket  fyi saya ngegofoodnya deket karna waktu itu lagi sakit  pliss lahh,2
Kenapa tidak bisa masuk ke aplikasinya dan malahan keluar lagi dari awal sebelum masuk aplikasinya  Sedangkan ke aplikasi yang lain bisa masuk dengan mudah  Jadi saya beri bintang 2,2
suruh update mulu,2
Sekarang agak susah order gojek tiba2 bisa lama banget baru dpt gojeknyaa gak kayak duluu,2
Makin berat aja aplikasi buat buka aja sering force close,2
ga enak banget make gojek gw make gojek cuma buat gunain gopay nya eh tiba tiba saldo gw kesedot buat bayar langganan yang udah gw batalin,2
Hengggg teroooosssssss parah Edit udh ver terbaru jaringan bagus Telkomsel di jkt soalnya msih aja heng Makasih Tinggal bayar pesanan malah ngulang lagi Apa ga buang2 waktu aja namanya Mempersulit ini mah Semoga membaik y,2
Tambah hari tambah sip AE pelayanan nyacari driver sulitnya melebihi antri BBMkadang begitu dpt driver seenaknya aja main cancel gak ngomong padahal tadinya bilang maudah GT ongkosan mahalluar biasa wesmending gojek yg dulu pertama download sangat membantu dan memudahkangak perlu banyak pilihan menucukup gofoodgoridedan gocar tp pelayanan maksimal,2
Di tempat nya tidak ada driver gofood sama sekali,2
Promo Gofood nya pada mahal jauh sama si oyen,2
Kebanyakan promotapi giliran mau dipake alesannya sibukpercuma bikin promo sama voucher diskon,2
Knpa gopay pinjam tdk bisa,2
Ini skrg aplikasi nya tambah rumit aja mau byr pake Qrisberbagai penawaran blm lg minta akses ke kontak ngeriidata kontak bisa bocorseaman aman nya ttp aja bisa bocor,2
Kualitasnya sekarang buruk,2
Suka ngelag padahal jaringan bagus,2
 5tc,2
Kenapa iklan di aplikasi fizzo sering bgt jdi keganggua lagi baca novel,2
sering lemot,2
driver nya tuh di sejahterakan dong emang ga sayang driver yang udah setia di bikin selingkuh ke operator lain mau buka pendaftaran lagi ya ni,2
Aplikasi gojek saya kenapa sdh seminggu ini suka hengnge frezzeeee dan tiba2 lngs error dan mesti tutup aplikasi baru bisa di gunakan sudah lapor tapi tanggapan nya ya begitulah tidak membantu krn msh suka nge frezze jg smp skrkenapa jd begini sihbikin ga nyaman mesti buka tutup muat ulang trsdikit2 tutup aplikasi trscapek dehkasian drivernya kdng komunikasi jd terhambat krn aplikasi nya frezze n heng trs,2
Top up gopay malah langsung kepotong ke tabungan gopay mana passs di cek di saldo tabungan gak ada lagi gajelas gopay lama2,2
Makin susah untuk komunikasi klarifikasi gndala kami perlu kmu mintpi knapa susah bngettt,2
Baru aja pindah dari jkt ke biak  papua APK sudah ver terbaru sudah gopay plus tapi mau TF dari saldo gopay ke rek bank jaringan internet bermasalah apa karena di biak ga ada gojek jadi APK ga bisa di pake Tolong dong pencerahan nya min Serius ribet banget ini,2
Gopaylater sudah tidak bisa digunakan untuk membayar merchant lain untuk beli pulsa pun sudah tidak bisa percuma saja itu paylater  penagihan pun di pertengahan bulan otak dipakai mending sistem paylater sebelumnya,2
Ga ada fitur tambah voucher buat diskon di gofood Bisa hilang sendiri fitur nya entah kenapa,2
Tadi nya gojek bagus sih lancar  Tp skrg sering ngelag aaah sering gkbs order kl lg btuh buru jd susaahh apa hrs di hapus dl ya,2
Belakangan aplikasi sering error dan hang,2
Gojek sekarang lebih sering ngehang,2
Aplikasi sering keluar sendiri force close,2
Lagi pesan tiba2 ngelag aplikasinya mau keluar dari aplikasinya ga bisa tekan back ,2
Untuk GoFood mahal  kurang bersaing promonya terkesan pengen ngeraup sebanyakbanyaknya keuntungan dari customer Untuk goride udah cukup bagus bersaing,2
aplikasi sering ngecrash terutama saat buka opsi restoran dan live posisi driver,2
buka sebentar hang tiba2 pakai HP Flagship internet 100Mbps 18ms uninstal instal lagi sama aja coba perbaiki,2
Ongkos nya mahal,2
Pelayanan gofood skrng lama buanget bukan dr drivernya tp dr aplksinya dulu gofood paling 15mnt kdng gk nyampesekarang mesti 30 pe 40mntn hhhh gk bisa di andelinpdhl bukan pke ongkir mode hemat tp luama bikin mls klo mo order gofood,2
setelah di update kenapa malah tidak bisa memilih utk mengganti alamat ya pdhl mau kirim gofood ke saudara di luar kota saat mengganti alamat tulisannya alamat tidak dapat ditemukan pdahal sebelum di update selalu bisa ganti alamat,2
Ini kenapa mesin gocar tidak bisa memilih lokasi,2
Tidak sesuai dengan harga yang di toko,2
sgt berguna dan terlalu sngt sering di update 06 03 2020 up date 18 03 2020 21 04 2020 26 04 2020 30 04 2020 02 05 2020 26 05 20 30 06 20 06 07 20 01 09 20 20 09 20 22 09 20 30 09 20 26 11 20 22 12 20 10 02 2021,2
Kurang banyak promo nya,2
cepattepataman,2
Apa cuma saya yang kalo buka aplikasi tuh lamaaaaaaaaa banget,2
Dua bintang aja dulu coz tidak bisa gopaylater,2
Gopay later cicil sya tdak bisa d gunakan percuma dh dftar gopaylater cicil gak bisa d pke Stiap mau blnja d tokopedia tetep gopaylater cicil ny tidak muncul Yg ada gopay later biasa,2
kenapa setelah di update tidak bisa gabung voucher resto dengan voucher gojek saat mau gofood,2
ok v8 v utj 8v,2
muser ae aplikasie,2
Kenapa krn tidak di update langsung di non aktifkan sementara ketika di update dr malam smp malam lg selalu tertunda terus maksudnya apa yah saldo gopaynya gimana Makin lama kok bkn makin bagus yah layanannya,2
Baij,2
Selama ini jadi payment utama digital Sampai paylaternya limit naik abis dinaikin jadi ga bisa dipakai Mengsedih,2
seting nge hang skrg,2
Mantap,2
Bnyak bgt skrang apk belanja yg semakin update kok malah bnyak bug dan eror nya,2
ko fitur gotix nya dihilangin padahal itu kan mempermudah buat mesen tiket bioskop online ,2
Om ngeblank trus app nya jangan dibiarkan ntar customer pada pindah ke app lain,2
Aplikasi makin kesini makin aneh suka ngelag isi pulsa gak bisa pdhal udh masukin pin bener beli pulsa suruh nunggu lg kaya ngurus berkas dikelurahan  Semoga tiktok ngeluarin apk tiktok jek biar sekalian sepilu,2
Semakin berat aplikasi nya padahal di RAM 8,2
Kok sekarang gofood gada gambar mapnya lagi Jadi ga bisa mantau driver dah dimana,2
Tidak bisa memasukkan lokasi yang disimpan pada saat akan melakukan pemesanan Otomatis saya harus melakukan cek lokasi manual Opsi masukan lokasi yang disimpan hanya bisa dipakai untuk gofood saja,2
Drivernya banyak yg milih milih,2
Sudah mulai tidak memberi kenyamanansperti dari 1 bulan yg lalu saya menfalami kendal di bisa betransaksi pulsa dan tagihanstelah saya buat laporan pihak admin menanggapi bahwa gopay anda dalam keadaan aman dan tidak ada kendala Lah jelas saya tidak bosa beli pulsa  paket koutabayar tagihan listrik mau pun membeli vocer listrik,2
Diskon sedikit,2
Kode otp tidak masuk masuk padahal nomer hp sudah bener padahal mau beli sesuatu gak bisa2,2
tidak dapat melihat posisi deriver ketika sudah dapat driver gofood makin ngaco,2
Ada apa dengan aplikasi gojek API Error Location not serviceable sudah lebih 3 tahun menggunakan gojek Baru ini menemui bug seperti ini,2
Kesel banget Di transfer ke Gojek gw kira bisa Transfer ke ewallet lain ternyata Dipersulit dengan proses yang rumit Jadi buat kalian yg mau nyaldo buat bisnis isi saldo ewalet lain mending gak usah pake,2
Ribet saat upgrade data,2
Permasalahan yang saya tanyakan tidak memuaskan alasan saya kasih bintang 2 saya sudah tahu riwayat transaksi komplain saya merasa sudah tidak melakukan berlangganan aplikasi play store nya malah diminta melihat riwayat transaksi kembali,2
Aplikasinya suka ngelag,2
Pas pesen selalu dapet drivernya yg jauh Padahal byk yg Deket Sgt tidak efektif,2
Pencarian driver agak lama,2
Saya tidak ada aplikasi apapun selain gojek untuk trasnportasi dan beli makanan artinya saya sangat nyaman dan senang tp kenapa sudah 1 bulan ini lemott sekali why Plis dong maintenance,2
Njs amat dah promo nya skrg ,2
Aduuuhhhh makin pusing pergunakan aplikasi ini sistem pembayarannya gak bosa gopay kartu kredit ataupun debitSemua pakai tunaiGimana nich segera diperbaiki donk aplikasinya agar transaksi berjalan lancar,2
Maaf penurunan bintangsoalnya setelah di update kok malah errorlengket layarbalik ke home agak susah jadinya kenapa ya Padahal sinyal ok kokpakai aplikasi sebelah lancar jaya,2
ss,2
Sudah lama memakai gojek tiap kali update aplikasinya selalu aja naik harganya kadang 13000 kadang 12000 aneh ya tahun kemarin murah 8000 tahun sekarang malah naik kaya harga cabe aja,2
Ep,2
Aplikasi ini tidak worth id Buat jasa jasa seperti top up saya top up di item ku pajaknya ga ngotak bukanya untung malah rugi besar,2
Suka ngefreeze nih aplikasi nya,2
Aplikasi sering error dasar korup aplikator ini,2
Tolong perbaiki lagi sistemnya Agar cs lebih nyaman dan tetap stay dgn aplikasi ini Terima kasih,2
Suka error,2
Mulai stop pake gojek skrg kalo gofood entah knp ada aja biaya tambahan dan tambah mahal Udah ongkir mahal tambah biaya tambahan juga jd cuman beli makan rugi juga,2
Tiba tiba gak ada gotix,2
Saya sudah lama pakai gopay kenapa akhir2 ini sering banget trouble Dari pesan makanan bahkan yang biasanya buat bayar tagihan mudah jadi sulit Tolong donk gopay gimana ini,2
Sudah lama pakai aplikasi gojek tp kenapa karna ada kendala di akun saya  karna dibajak orang saya saya blokir sementara dompet gopay saya  Setelah saya mengubah no hp kenapa gopay saya blm jg di akrifkan sedangkan saya lapir berkali kali,2
Terakhir saya pakeengalami gangguan ga bisa order gocar Sdh dunistall install tetep ga bisa order,2
